iter	RMSE
254	3529.393514
255	3525.6264
256	3523.985097
257	3522.00534
258	3518.464262
259	3515.92955
260	3513.280819
261	3511.404273
262	3509.130996
263	3506.931946
264	3503.993439
265	3499.691051
266	3497.499941
267	3495.46797
268	3491.71202
269	3488.835819
270	3484.908156
271	3482.084924
272	3479.031016
273	3477.339038
274	3474.209562
275	3468.319234
276	3465.238674
277	3462.46175
278	3458.112017
279	3456.626187
280	3454.421731
281	3452.30218
282	3449.691787
283	3447.042769
284	3444.347042
285	3439.343607
286	3434.779859
287	3432.627856
288	3430.746557
289	3427.57831
290	3422.806145
291	3420.968913
292	3418.035943
293	3415.134971
294	3412.632225
295	3408.752238
296	3405.705592
297	3403.368257
298	3397.251339
299	3394.910773
300	3392.880386
301	3390.40557
302	3387.841843
303	3385.785006
304	3379.345326
305	3376.945153
306	3371.936226
307	3368.605274
308	3362.835104
309	3360.14871
310	3357.547773
311	3354.271769
312	3351.324775
313	3349.655705
314	3347.967829
315	3342.097591
316	3338.405049
317	3335.490359
318	3333.19743
319	3329.341747
320	3324.574794
321	3320.315035
322	3318.522556
323	3316.555325
324	3314.858235
325	3313.34452
326	3311.825798
327	3310.123484
328	3307.405636
329	3303.190693
330	3300.667292
331	3298.968399
332	3297.571518
333	3294.092563
334	3288.837942
335	3286.988834
336	3282.999957
337	3281.288821
338	3279.683507
339	3277.778173
340	3272.766445
341	3267.700263
342	3266.07287
343	3264.784085
344	3263.148612
345	3260.471992
346	3259.003285
347	3253.207847
348	3251.759882
349	3248.746288
350	3245.337269
351	3244.066486
352	3238.980016
353	3235.169055
354	3233.220432
355	3227.306592
356	3222.780407
357	3220.015475
358	3217.513149
359	3214.915228
360	3212.218042
361	3209.680324
362	3208.230174
363	3206.269343
364	3204.922883
365	3203.441728
366	3202.121853
367	3200.960568
368	3195.850885
369	3194.176733
370	3189.982455
371	3187.120305
372	3185.630813
373	3184.138309
374	3182.285968
375	3176.038715
376	3174.305379
377	3172.609918
378	3168.630571
379	3167.281413
380	3166.077339
381	3164.282769
382	3162.972637
383	3161.709099
384	3159.267713
385	3157.605493
386	3156.387637
387	3152.760759
388	3151.233695
389	3150.028223
390	3145.158872
391	3143.705561
392	3142.335616
393	3140.448819
394	3139.202526
395	3136.782014
396	3135.397954
397	3134.164412
398	3132.510427
399	3126.003874
400	3124.924031
401	3119.972337
402	3118.566943
403	3117.227808
404	3116.042526
405	3114.672952
406	3112.170566
407	3110.84422
408	3109.184425
409	3106.18137
410	3105.072253
411	3103.806773
412	3102.738749
413	3100.483765
414	3097.12052
415	3091.485629
416	3087.509033
417	3085.891081
418	3082.290452
419	3077.059348
420	3073.823109
421	3072.662907
422	3069.781338
423	3067.912887
424	3066.692204
425	3065.14692
426	3059.781657
427	3056.419066
428	3055.089146
429	3052.77195
430	3050.200633
431	3048.803392
432	3047.598861
433	3044.345401
434	3043.183611
435	3041.632796
436	3039.582602
437	3037.177615
438	3036.176272
439	3031.088777
440	3029.702148
441	3024.511742
442	3021.63951
443	3019.26984
444	3018.027981
445	3015.020556
446	3013.793025
447	3012.805168
448	3008.030093
449	3006.194626
450	3004.692419
451	3003.541599
452	2999.828468
453	2996.331857
454	2995.135961
455	2994.145595
456	2992.354186
457	2989.851869
458	2986.506727
459	2984.93609
460	2983.969329
461	2982.994602
462	2979.983261
463	2977.293994
464	2976.317153
465	2975.153616
466	2971.056685
467	2969.663113
468	2965.468867
469	2964.45968
470	2958.941024
471	2957.636273
472	2954.993197
473	2953.968789
474	2949.177786
475	2946.489407
476	2943.791644
477	2938.937342
478	2934.342137
479	2932.275227
480	2930.84923
481	2928.926204
482	2927.619935
483	2926.289954
484	2923.800527
485	2922.920027
486	2919.792867
487	2918.881862
488	2916.269142
489	2915.126329
490	2912.725607
491	2909.56203
492	2906.974911
493	2904.734828
494	2903.793351
495	2902.876686
496	2901.875364
497	2899.906939
498	2898.340239
499	2895.365725
500	2891.920333
501	2890.90423
502	2887.768464
503	2886.927953
504	2886.119505
505	2885.156573
506	2884.171664
507	2881.86942
508	2877.890185
509	2873.988514
510	2873.158272
511	2870.613306
512	2865.931597
513	2862.999212
514	2861.663043
515	2857.769935
516	2854.50433
517	2853.689581
518	2851.956861
519	2851.03892
520	2847.90658
521	2846.815696
522	2842.260898
523	2841.068095
524	2836.930488
525	2833.556236
526	2831.876591
527	2831.058426
528	2830.1618
529	2829.358251
530	2827.346676
531	2826.508346
532	2824.76008
533	2823.346736
534	2820.492082
535	2819.699379
536	2817.181298
537	2816.299616
538	2814.077351
539	2810.522043
540	2808.906281
541	2805.81395
542	2802.02698
543	2798.422586
544	2797.265453
545	2794.753008
546	2793.066878
547	2791.900907
548	2788.445823
549	2786.340364
550	2785.639448
551	2784.65411
552	2782.446377
553	2780.897258
554	2780.021073
555	2778.984434
556	2778.148149
557	2775.936719
558	2774.812578
559	2773.959845
560	2772.853448
561	2772.021683
562	2768.751617
563	2764.872324
564	2762.448023
565	2760.329924
566	2759.628058
567	2757.540486
568	2756.798533
569	2754.767823
570	2753.79137
571	2752.987726
572	2752.333725
573	2751.613757
574	2749.368703
575	2748.6442
576	2747.437017
577	2745.771587
578	2743.400875
579	2742.814128
580	2742.129218
581	2740.600873
582	2739.524517
583	2735.30511
584	2734.695635
585	2730.903892
586	2729.919545
587	2728.024785
588	2724.95045
589	2723.190419
590	2721.330715
591	2718.912172
592	2716.749383
593	2712.382236
594	2711.566497
595	2708.563216
596	2706.063514
597	2705.47192
598	2704.894907
599	2703.935471
600	2700.910937
601	2699.808407
602	2699.023494
603	2697.60506
604	2696.816848
605	2695.739801
606	2694.606883
607	2693.970781
608	2693.069998
609	2688.874716
610	2687.060912
611	2686.189255
612	2683.114777
613	2680.403596
614	2679.828916
615	2677.861731
616	2676.708698
617	2675.73516
618	2675.104062
619	2674.365914
620	2672.521073
621	2671.19575
622	2668.565949
623	2666.854041
624	2666.094228
625	2664.59467
626	2663.917185
627	2663.378083
628	2662.715945
629	2660.372855
630	2656.510131
631	2655.906976
632	2655.019258
633	2653.413541
634	2652.765136
635	2650.941839
636	2649.185811
637	2648.501848
638	2645.864522
639	2645.27732
640	2644.583085
641	2643.875419
642	2643.339731
643	2640.285649
644	2639.752783
645	2639.180302
646	2638.330453
647	2637.767632
648	2634.207893
649	2630.680147
650	2628.842432
651	2628.272983
652	2627.726841
653	2625.220598
654	2624.478818
655	2621.940877
656	2620.688657
657	2617.485817
658	2614.533427
659	2612.694839
660	2611.817807
661	2609.954741
662	2607.209634
663	2606.272071
664	2605.685626
665	2604.75039
666	2604.04004
667	2601.710714
668	2599.888547
669	2599.418702
670	2596.68736
671	2595.270904
672	2594.69328
673	2590.262071
674	2587.926651
675	2586.503875
676	2583.352955
677	2580.948655
678	2579.712375
679	2576.286669
680	2574.02673
681	2572.093553
682	2570.439293
683	2569.465054
684	2568.837846
685	2566.199422
686	2563.249709
687	2561.617235
688	2559.044496
689	2557.501603
690	2555.690865
691	2555.197122
692	2553.990997
693	2552.243815
694	2550.91511
695	2550.403462
696	2548.521535
697	2547.399261
698	2546.894204
699	2545.27083
700	2544.263352
701	2541.750842
702	2539.383816
703	2537.524137
704	2535.828531
705	2534.141268
706	2532.306122
707	2531.80936
708	2531.100111
709	2530.403913
710	2529.800056
711	2528.728635
712	2527.411768
713	2526.158737
714	2523.351435
715	2520.619232
716	2519.448323
717	2515.753145
718	2514.412382
719	2512.06576
720	2511.152067
721	2510.66917
722	2508.195148
723	2507.479937
724	2505.808505
725	2502.850166
726	2498.321116
727	2494.53827
728	2493.812248
729	2493.394909
730	2489.669766
731	2488.08187
732	2486.461995
733	2484.078694
734	2482.186392
735	2481.43351
736	2478.723082
737	2475.506214
738	2474.543404
739	2473.172801
740	2472.420015
741	2470.878946
742	2467.722888
743	2466.99332
744	2465.512567
745	2464.107611
746	2462.543763
747	2462.020432
748	2458.917444
749	2457.155569
750	2455.465745
751	2453.283233
752	2452.78339
753	2451.968869
754	2448.833333
755	2446.802486
756	2445.540071
757	2442.634318
758	2441.944012
759	2439.719705
760	2438.633088
761	2435.128402
762	2433.840457
763	2433.312263
764	2432.130913
765	2431.587563
766	2430.073515
767	2427.850914
768	2426.484953
769	2423.47859
770	2420.732271
771	2419.12961
772	2417.420667
773	2415.861793
774	2415.433167
775	2414.003887
776	2412.767024
777	2411.698349
778	2410.218906
779	2409.852537
780	2408.169575
781	2406.549514
782	2405.893692
783	2405.459125
784	2402.29768
785	2401.810853
786	2399.419244
787	2399.000919
788	2397.604241
789	2396.298323
790	2395.150946
791	2392.13085
792	2391.213108
793	2389.297908
794	2388.015485
795	2386.075578
796	2383.100535
797	2381.943921
798	2380.355954
799	2379.617988
800	2378.4809
801	2378.127388
802	2377.689619
803	2376.666822
804	2374.47245
805	2374.083045
806	2372.530164
807	2369.80153
808	2369.407665
809	2369.028424
810	2368.522946
811	2367.738539
812	2363.903063
813	2362.393397
814	2361.710183
815	2360.139368
816	2358.998216
817	2357.798624
818	2356.899949
819	2355.669368
820	2354.122227
821	2350.781285
822	2348.256975
823	2347.212401
824	2345.881592
825	2342.910271
826	2341.181982
827	2339.80518
828	2337.014762
829	2335.043509
830	2333.330727
831	2332.155395
832	2330.041487
833	2326.385365
834	2322.997195
835	2320.476652
836	2319.358191
837	2316.954495
838	2316.326224
839	2314.634141
840	2313.635329
841	2310.665005
842	2310.289757
843	2308.827458
844	2308.234759
845	2307.666719
846	2306.702107
847	2303.715811
848	2301.976416
849	2298.665508
850	2297.806649
851	2296.008933
852	2295.420283
853	2294.563348
854	2293.903201
855	2292.152583
856	2290.965836
857	2289.672145
858	2288.884499
859	2288.238781
860	2286.269913
861	2284.87527
862	2283.303826
863	2282.224765
864	2279.775502
865	2279.046992
866	2275.767574
867	2274.244104
868	2272.954196
869	2270.63242
870	2268.989199
871	2268.445883
872	2267.491556
873	2266.029948
874	2265.216873
875	2264.834437
876	2263.567625
877	2261.478306
878	2259.784854
879	2259.137072
880	2258.249568
881	2255.827739
882	2254.842184
883	2253.568694
884	2252.297574
885	2251.942223
886	2251.014277
887	2249.073218
888	2247.18616
889	2246.084066
890	2244.016912
891	2243.12891
892	2242.276056
893	2240.686603
894	2239.82156
895	2238.712083
896	2237.133335
897	2234.876894
898	2232.21659
899	2229.632395
900	2228.156474
901	2226.886677
902	2226.397086
903	2225.801439
904	2224.27291
905	2223.114611
906	2221.911713
907	2219.947633
908	2219.470605
909	2218.393145
910	2216.598409
911	2214.532068
912	2212.764438
913	2212.027199
914	2208.540711
915	2208.299265
916	2206.340486
917	2204.652166
918	2204.018395
919	2203.440495
920	2202.272698
921	2200.562361
922	2197.942298
923	2195.391511
924	2194.36503
925	2193.066977
926	2191.70425
927	2189.196241
928	2187.67707
929	2186.621231
930	2184.294462
931	2180.686258
932	2177.052693
933	2176.286195
934	2173.9939
935	2172.639877
936	2171.431581
937	2170.274469
938	2169.497872
939	2167.471254
940	2165.763494
941	2164.9548
942	2162.156705
943	2161.861986
944	2159.872146
945	2157.028282
946	2154.830292
947	2154.276561
948	2154.051881
949	2151.62937
950	2150.647875
951	2147.864811
952	2147.341735
953	2144.99038
954	2143.753086
955	2142.584968
956	2141.948688
957	2140.643161
958	2140.565215
959	2139.758829
960	2139.125618
961	2137.982486
962	2136.754714
963	2136.31576
964	2135.64895
965	2134.077951
966	2133.654888
967	2132.758351
968	2131.56544
969	2130.411584
970	2127.399009
971	2126.991317
972	2124.785169
973	2123.187148
974	2121.210686
975	2120.074754
976	2119.639464
977	2118.506829
978	2116.667352
979	2115.555281
980	2113.665957
981	2113.209487
982	2112.312918
983	2111.07493
984	2109.147042
985	2106.62263
986	2104.859466
987	2104.37243
988	2103.726566
989	2103.369878
990	2101.448317
991	2099.255164
992	2098.397031
993	2097.005283
994	2095.873042
995	2095.390964
996	2093.055046
997	2092.622488
998	2091.429495
999	2090.667825
